LISTINO METEL       BTI109918601552014  2014010120140616BTICINO LIST.2014RR Agg.Giu14                                        020                                                 
LEG82931           8009561120891UNIVERSALI-Raccordo plast G1/4 D=10 nero   00075000750007599999930000000904700000009047000100EURPCE0320140101FE                LG4-101-4-4       
LEG82932           8009561120907UNIVERSALI-Raccordo plast G3/8' D=10 nero  00075000750007599999930000000887800000008878000100EURPCE0320140101FE                LG4-101-4-4       
LEG82933           8009561120914UNIVERSALI-Raccordo plast G3/8' D=12 nero  00075000750007599999930000001056900000010569000100EURPCE0320140101FE                LG4-101-4-4       
LEG82934           8009561120921UNIVERSALI-Raccordo plast G1/2' D=12 nero  00075000750007599999930000001056800000010568000100EURPCE0320140101FE                LG4-101-4-4       
LEG82935           8009561120938UNIVERSALI-Raccordo plast G1/2' D=17 nero  00030000300003099999930000001166700000011667000100EURPCE0320140101FE                LG4-101-4-4       
LEG82936           8009561120945UNIVERSALI-Raccordo plast G3/4' D=20 nero  00030000300003099999930000001631700000016317000100EURPCE0320140101FE                LG4-101-4-4       
LEG82937           8009561120952UNIVERSALI-Raccordo plast G1' D=27 nero    00015000150001599999930000002494100000024941000100EURPCE0320140101FE                LG4-101-4-4       
LEG82938           8009561198494UNIVERSALI-Raccordo plast G1' D=25 nero    00015000150001599999930000002494100000024941000100EURPCE0320140101FE                LG4-101-4-4       
LEG82939           8009561198524UNIVERSALI-Raccordo plast G1' D=32 nero    00010000100001099999930000004032100000040321000100EURPCE0320140101FE                LG4-101-4-4       
LEG82940           8009561198555UNIVERSALI-Raccordo plast G1'1/4 D=40 nero 00010000100001099999930000006289600000062896000100EURPCE0320140101FE                LG4-101-4-4       
LEG82941           8009561120969UNIVERSALI-Raccordo plast PG9 D=10 nero    00075000750007599999930000000887800000008878000100EURPCE0320140101FE                LG4-101-4-4       
LEG82942           8009561120976UNIVERSALI-Raccordo plast PG11 D=12 nero   00075000750007599999930000001056900000010569000100EURPCE0320140101FE                LG4-101-4-4       
LEG82943           8009561120983UNIVERSALI-Raccordo plast PG13 D=12 nero   00075000750007599999930000001056900000010569000100EURPCE0320140101FE                LG4-101-4-4       
LEG82944           8009561120990UNIVERSALI-Raccordo plast PG13 D=15 nero   00030000300003099999930000001166700000011667000100EURPCE0320140101FE                LG4-101-4-4       
LEG82945           8009561121003UNIVERSALI-Raccordo plast PG16 D=15 nero   00030000300003099999930000001183400000011834000100EURPCE0320140101FE                LG4-101-4-4       
LEG82946           8009561121010UNIVERSALI-Raccordo plast PG21 D=21 nero   00030000300003099999930000001631700000016317000100EURPCE0320140101FE                LG4-101-4-4       
LEG82947           8009561121027UNIVERSALI-Raccordo plast PG29 D=27 nero   00015000150001599999930000002494100000024941000100EURPCE0320140101FE                LG4-101-4-4       
LEG82951           8009561121034UNIVERSALI-Raccordo plast M16 D=10 nero    00075000750007599999930000000980800000009808000100EURPCE0320140101FE                LG4-101-4-4       
LEG82952           8009561121041UNIVERSALI-Raccordo plast M16 D=12 nero    00075000750007599999930000001175000000011750000100EURPCE0320140101FE                LG4-101-4-4       
LEG82953           8009561121058UNIVERSALI-Raccordo plast M20 D=12 nero    00075000750007599999930000001141100000011411000100EURPCE0320140101FE                LG4-101-4-4       
LEG82954           8009561121065UNIVERSALI-Raccordo plast M20 D=15 nero    00030000300003099999930000001242600000012426000100EURPCE0320140101FE                LG4-101-4-4       
LEG82955           8009561121072UNIVERSALI-Raccordo plast M25 D=21 nero    00030000300003099999930000001767300000017673000100EURPCE0320140101FE                LG4-101-4-4       
LEG82956           8009561121089UNIVERSALI-Raccordo plast M32 D=27 nero    00015000150001599999930000002714100000027141000100EURPCE0320140101FE                LG4-101-4-4       
LEG82957           8009561198944UNIVERSALI-Raccordo plast M32 D=25 nero    00015000150001599999930000002536000000025360000100EURPCE0320140101FE                LG4-101-4-4       
LEG82958           8009561198975UNIVERSALI-Raccordo plast M32 D=32 nero    00010000100001099999930000004023800000040238000100EURPCE0320140101FE                LG4-101-4-4       
LEG82959           8009561199002UNIVERSALI-Raccordo plast M40 D=40 nero    00010000100001099999930000006154500000061545000100EURPCE0320140101FE                LG4-101-4-4       
LEG82960           8009561199033UNIVERSALI-Raccordo plast M50 D=45 nero    00008000080000899999930000008013900000080139000100EURPCE0320140101FE                LG4-101-4-4       
LEG82961           8009561121096UNIVERSALI-Raccordo plast G1/4' D=10 R7035 00075000750007599999930000000887800000008878000100EURPCE0320140101FE                LG4-101-4-4       
LEG82962           8009561121102UNIVERSALI-Raccordo plast G3/8' D=10 R7035 00075000750007599999930000000887800000008878000100EURPCE0320140101FE                LG4-101-4-4       
LEG82963           8009561121119UNIVERSALI-Raccordo plast G3/8' D=12 R7035 00075000750007599999930000001056900000010569000100EURPCE0320140101FE                LG4-101-4-4       
LEG82964           8009561121126UNIVERSALI-Raccordo plast G1/2' D=12 R7035 00075000750007599999930000001056900000010569000100EURPCE0320140101FE                LG4-101-4-4       
LEG82965           8009561121133UNIVERSALI-Raccordo plast G1/2' D=15 R7035 00030000300003099999930000001166700000011667000100EURPCE0320140101FE                LG4-101-4-4       
LEG82966           8009561121140UNIVERSALI-Raccordo plast G3/4' D=21 R7035 00030000300003099999930000001631700000016317000100EURPCE0320140101FE                LG4-101-4-4       
LEG82967           8009561121157UNIVERSALI-Raccordo plast G1' D=27 R7035   00015000150001599999930000002494100000024941000100EURPCE0320140101FE                LG4-101-4-4       
LEG82968           8009561198647UNIVERSALI-Raccordo plast G1' D=25 R7035   00015000150001599999930000002502300000025023000100EURPCE0320140101FE                LG4-101-4-4       
LEG82969           8009561198678UNIVERSALI-Raccordo plast G1'D=32 R7035    00010000100001099999930000003956200000039562000100EURPCE0320140101FE                LG4-101-4-4       
LEG82970           8009561198708UNIVERSALI-Raccordo plast G1/4' D=40 R7035 00010000100001099999930000006154400000061544000100EURPCE0320140101FE                LG4-101-4-4       
LEG82971           8009561121164UNIVERSALI-Raccordo plast PG9 D=10 R7035   00075000750007599999930000000887800000008878000100EURPCE0320140101FE                LG4-101-4-4       
LEG82972           8009561121171UNIVERSALI-Raccordo plast PG11 D=12 R7035  00075000750007599999930000001056900000010569000100EURPCE0320140101FE                LG4-101-4-4       
LEG82973           8009561121188UNIVERSALI-Raccordo plast PG13,5 D=12 R703500075000750007599999930000001056900000010569000100EURPCE0320140101FE                LG4-101-4-4       
LEG82974           8009561121195UNIVERSALI-Raccordo plast PG16 D=15 R7035  00030000300003099999930000001166700000011667000100EURPCE0320140101FE                LG4-101-4-4       
LEG82975           8009561121201UNIVERSALI-Raccordo plast PG16 D=15 R7035  00030000300003099999930000001183400000011834000100EURPCE0320140101FE                LG4-101-4-4       
LEG82976           8009561121218UNIVERSALI-Raccordo plast PG21D=21 R7035   00030000300003099999930000001631700000016317000100EURPCE0320140101FE                LG4-101-4-4       
LEG82977           8009561121225UNIVERSALI-Raccordo plast PG29D=27 R7035   00015000150001599999930000002494100000024941000100EURPCE0320140101FE                LG4-101-4-4       
LEG82981           8009561121232UNIVERSALI-Raccordo plast M16 D=10 R7035   00075000750007599999930000000997400000009974000100EURPCE0320140101FE                LG4-101-4-4       
LEG82982           8009561121249UNIVERSALI-Raccordo plast M16 D=12 R7035   00075000750007599999930000001183400000011834000100EURPCE0320140101FE                LG4-101-4-4       
LEG82983           8009561121256UNIVERSALI-Raccordo plast M20 D=12 R7035   00075000750007599999930000001183400000011834000100EURPCE0320140101FE                LG4-101-4-4       
LEG82984           8009561121263UNIVERSALI-Raccordo plast M20 D=15 R7035   00030000300003099999930000001310300000013103000100EURPCE0320140101FE                LG4-101-4-4       
LEG82985           8009561121270UNIVERSALI-Raccordo plast M25 D=21 R7035   00030000300003099999930000001843100000018431000100EURPCE0320140101FE                LG4-101-4-4       
LEG82986           8009561121287UNIVERSALI-Raccordo plast M32 D=27 R7035   00015000150001599999930000002781300000027813000100EURPCE0320140101FE                LG4-101-4-4       
LEG82987           8009561199095UNIVERSALI-Raccordo plast M32 D=25 R7035   00015000150001599999930000002494100000024941000100EURPCE0320140101FE                LG4-101-4-4       
LEG82988           8009561199125UNIVERSALI-Raccordo plast M32 D=32 R7035   00010000100001099999930000004023900000040239000100EURPCE0320140101FE                LG4-101-4-4       
LEG82989           8009561199156UNIVERSALI-Raccordo plast M40 D=40 R7035   00010000100001099999930000006145800000061458000100EURPCE0320140101FE                LG4-101-4-4       
LEG82990           8009561199187UNIVERSALI-Raccordo plast M50 D=45 R7035   00008000080000899999930000008005200000080052000100EURPCE0320140101FE                LG4-101-4-4       
LEG82991           8009561199248UNIVERSALI-Raccordo plast G1'1/2 D=45 R703500008000080000899999930000008014100000080141000100EURPCE0320140101FE                LG4-101-4-4       
LEG82992           8009561198463UNIVERSALI-Raccordo plast G2' D=50 R7035   00005000050000599999930000009383300000093833000100EURPCE0320140101FE                LG4-101-4-4       
LEG82993           8009561198586UNIVERSALI-Raccordo plast G1'1/2 D=45 R703500008000080000899999930000008014100000080141000100EURPCE0320140101FE                LG4-101-4-4       
LEG82994           8009561198616UNIVERSALI-Raccordo plast G2' D=50 R7035   00005000050000599999930000009383900000093839000100EURPCE0320140101FE                LG4-101-4-4       
LEG82995           8009561198739UNIVERSALI-Raccordo plas G1'1/2 D=45 R7035 00008000080000899999930000008014500000080145000100EURPCE0320140101FE                LG4-101-4-4       
LEG82996           8009561198760UNIVERSALI-Raccordo plast G2' D=50 R7035   00005000050000599999930000009383800000093838000100EURPCE0320140101FE                LG4-101-4-4       
LEG82997           8009561198913UNIVERSALI-Raccordo plast M50 D=50 grigio  00005000050000599999930000009806100000098061000100EURPCE0320140101FE                LG4-101-4-4       
LEG82998           8009561199064UNIVERSALI-Raccordo plast M50 D=50 nero    00005000050000599999930000009806100000098061000100EURPCE0320140101FE                LG4-101-4-4       
LEG82999           8009561199217UNIVERSALI-Raccordo plast M50 D=50 R7035   00005000050000599999930000009806100000098061000100EURPCE0320140101FE                LG4-101-4-4       
LEG382978          8009561576476UNIVERSALI-Raccordo plast.G 1/4 D=6 grigio 00075000750007599999930000000861000000008610000100EURPCE0320140101FE                LG4-101-4-4       
LEG382948          8009561576377UNIVERSALI-Raccordo plast.PG7 D=10 grigio  00075000750007599999930000000887700000008877000100EURPCE0320140101FE                LG4-101-4-4       
LEG382900          8009561508200UNIVERSALI-Raccordo plast.PG7 D=8 grigio   00075000750007599999930000000835800000008358000100EURPCE0320140101FE                LG4-101-4-4       
